Fiyat,Oda Sayısı,Metrekare,Bina Yaşı,Kat Durumu,Bina Konumu
"1.750.000
TL",3 + 1,95 m²,15 Yaşında,Yarı Bodrum,Ankara / Mamak / Akdere Mah.
"1.750.000
TL",2 + 1,100 m²,8 Yaşında,Giriş Katı,Ankara / Altındağ / Beşikkaya Mah.
"1.750.000
TL",2 + 1,110 m²,16 Yaşında,Kot 2,Ankara / Mamak / Mehtap Mah.
"1.750.000
TL",3 + 1,125 m²,20 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.750.000
TL",3 + 1,115 m²,18 Yaşında,Bahçe Katı,Ankara / Sincan / Selçuklu Mah.
"1.750.000
TL",3 + 1,120 m²,26 Yaşında,Zemin,Ankara / Keçiören / Ayvalı Mah.
"1.750.000
TL",1 + 1,55 m²,1 Yaşında,8. Kat,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.750.000
TL",3 + 1,125 m²,8 Yaşında,Bahçe Katı,Ankara / Altındağ / Karapürçek Mah.
"1.750.000
TL",3 + 1,120 m²,24 Yaşında,3. Kat,Ankara / Sincan / İstasyon Mah.
"1.750.000
TL",2 + 1,85 m²,10 Yaşında,Yüksek Giriş,Ankara / Etimesgut / Kazım Karabekir Mah.
"1.755.000
TL",3 + 1,120 m²,25 Yaşında,Giriş Katı,Ankara / Altındağ / Örnek Mah.
"1.755.000
TL",3 + 1,135 m²,3 Yaşında,Giriş Katı,Ankara / Keçiören / Atapark Mah.
"1.755.000
TL",3 + 1,130 m²,20 Yaşında,Kot 1,Ankara / Keçiören / Köşk Mah.
"1.759.000
TL",3 + 1,120 m²,20 Yaşında,4. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.759.000
TL",2 + 1,90 m²,13 Yaşında,Kot 1,Ankara / Sincan / Malazgirt Mah.
"1.759.000
TL",3 + 1,130 m²,21 Yaşında,4. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.759.000
TL",3 + 1,125 m²,24 Yaşında,3. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.759.000
TL",3 + 1,110 m²,25 Yaşında,En Üst Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.760.000
TL",2 + 1,80 m²,25 Yaşında,Yüksek Giriş,Ankara / Mamak / Mehtap Mah.
"1.760.000
TL",3 + 1,120 m²,7 Yaşında,Bahçe Katı,Ankara / Polatlı / Şentepe Mah.
"1.760.000
TL",3 + 1,105 m²,10 Yaşında,Kot 1,Ankara / Mamak / General Zeki Doğan Mah.
"1.760.000
TL",2 + 1,100 m²,5 Yaşında,Yüksek Giriş,Ankara / Mamak / Fahri Korutürk Mah.
"1.760.000
TL",2 + 1,105 m²,12 Yaşında,Yüksek Giriş,Ankara / Polatlı / Fatih Mah.
"1.760.000
TL",2 + 1,110 m²,5 Yaşında,Giriş Katı,Ankara / Altındağ / Feridun Çelik Mah.
"1.765.000
TL",3 + 1,98 m²,42 Yaşında,2. Kat,Ankara / Altındağ / Aydınlıkevler Mah.
"1.765.000
TL",3 + 1,110 m²,30 Yaşında,Kot 1,Ankara / Keçiören / 19 Mayıs Mah.
"1.765.000
TL",3 + 1,110 m²,24 Yaşında,5. Kat,Ankara / Beypazarı / Ayvaşık Mah.
"1.765.000
TL",3 + 1,135 m²,20 Yaşında,3. Kat,Ankara / Polatlı / Şehitlik Mah.
"1.769.000
TL",3 + 1,135 m²,20 Yaşında,Kot 2,Ankara / Keçiören / Etlik Mah.
"1.770.000
TL",2 + 1,110 m²,5 Yaşında,Yüksek Giriş,Ankara / Altındağ / Yıldıztepe Mah.
"1.770.000
TL",3 + 1,108 m²,12 Yaşında,Kot 2,Ankara / Keçiören / Basınevleri Mah.
"1.770.000
TL",3 + 1,140 m²,20 Yaşında,2. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.770.000
TL",2 + 1,85 m²,25 Yaşında,Giriş Katı,Ankara / Mamak / Akdere Mah.
"1.770.000
TL",3 + 1,110 m²,13 Yaşında,Giriş Katı,Ankara / Keçiören / Yeşiltepe Mah.
"1.770.000
TL",3 + 1,115 m²,10 Yaşında,Kot 1,Ankara / Mamak / Akşemsettin Mah.
"1.770.000
TL",3 + 1,120 m²,15 Yaşında,Giriş Katı,Ankara / Altındağ / Karapürçek Mah.
"1.770.000
TL",2 + 1,115 m²,23 Yaşında,3. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.774.000
TL",3 + 1,125 m²,20 Yaşında,Ara Kat,Ankara / Sincan / İstasyon Mah.
"1.775.000
TL",3 + 1,125 m²,23 Yaşında,3. Kat,Ankara / Sincan / Plevne Mah.
"1.775.000
TL",3 + 1,95 m²,25 Yaşında,Bahçe Katı,Ankara / Etimesgut / Eryaman Mah.
"1.775.000
TL",3 + 1,120 m²,15 Yaşında,Yarı Bodrum,Ankara / Etimesgut / İstasyon Mah.
"1.775.000
TL",3 + 1,140 m²,1 Yaşında,7. Kat,Ankara / Sincan / Alcı Mah.
"1.775.000
TL",2 + 1,95 m²,16 Yaşında,Bahçe Katı,Ankara / Etimesgut / Elvan Mah.
"1.775.000
TL",3 + 1,115 m²,15 Yaşında,Giriş Katı,Ankara / Keçiören / Basınevleri Mah.
"1.775.000
TL",3 + 1,125 m²,21 Yaşında,3. Kat,Ankara / Sincan / Akşemsettin Mah.
"1.775.000
TL",4 + 1,150 m²,12 Yaşında,Bodrum ve Zemin,Ankara / Altındağ / Beşikkaya Mah.
"1.775.000
TL",3 + 1,125 m²,25 Yaşında,3. Kat,Ankara / Sincan / Akşemsettin Mah.
"1.775.000
TL",3 + 1,120 m²,25 Yaşında,3. Kat,Ankara / Altındağ / Örnek Mah.
"1.775.000
TL",3 + 1,125 m²,20 Yaşında,Ara Kat,Ankara / Sincan / Akşemsettin Mah.
"1.775.000
TL",2 + 1,90 m²,16 Yaşında,Zemin,Ankara / Etimesgut / Süvari Mah.
"1.775.000
TL",3 + 1,125 m²,13 Yaşında,Giriş Katı,Ankara / Keçiören / Basınevleri Mah.
"1.775.000
TL",2 + 1,100 m²,25 Yaşında,,Ankara / Polatlı / Şentepe Mah.
"1.775.000
TL",3 + 1,125 m²,14 Yaşında,3. Kat,Ankara / Altındağ / Battalgazi Mah.
"1.775.000
TL",3 + 1,145 m²,16 Yaşında,4. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.775.000
TL",2 + 1,90 m²,25 Yaşında,Giriş Katı,Ankara / Mamak / Çağlayan Mah.
"1.775.000
TL",3 + 1,125 m²,23 Yaşında,3. Kat,Ankara / Sincan / Plevne Mah.
"1.779.000
TL",3 + 1,122 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Mareşal Çakmak Mah.
"1.779.000
TL",3 + 1,125 m²,23 Yaşında,3. Kat,Ankara / Sincan / Plevne Mah.
"1.779.000
TL",3 + 1,125 m²,23 Yaşında,3. Kat,Ankara / Sincan / Plevne Mah.
"1.779.000
TL",3 + 1,125 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.779.000
TL",2 + 1,90 m²,1 Yaşında,,Ankara / Altındağ / Gicik Mah.
"1.779.000
TL",2 + 1,120 m²,17 Yaşında,Kot 1,Ankara / Keçiören / Yeşiltepe Mah.
"1.779.000
TL",2 + 1,115 m²,11 Yaşında,3. Kat,Ankara / Kahramankazan / Atatürk Mah.
"1.779.000
TL",3 + 1,115 m²,21 Yaşında,3. Kat,Ankara / Sincan / Plevne Mah.
"1.780.000
TL",3 + 1,125 m²,15 Yaşında,Kot 1,Ankara / Keçiören / İncirli Mah.
"1.780.000
TL",3 + 1,120 m²,21 Yaşında,Yüksek Giriş,Ankara / Sincan / Mareşal Çakmak Mah.
"1.780.000
TL",3 + 1,120 m²,15 Yaşında,Kot 3,Ankara / Mamak / Aşık Veysel Mah.
"1.780.000
TL",3 + 1,135 m²,22 Yaşında,Ara Kat,Ankara / Polatlı / Gazi Mah.
"1.780.000
TL",3 + 1,110 m²,8 Yaşında,Bahçe Katı,Ankara / Polatlı / İstiklal Mah.
"1.780.000
TL",3 + 1,95 m²,16 Yaşında,Yüksek Giriş,Ankara / Keçiören / Kuşcağız Mah.
"1.780.000
TL",1 + 1,65 m²,Sıfır Bina,2. Kat,Ankara / Çubuk / Yenice Mah.
"1.780.000
TL",3 + 1,120 m²,30 Yaşında,Ara Kat,Ankara / Polatlı / Şehitlik Mah.
"1.780.000
TL",3 + 1,130 m²,12 Yaşında,Kot 2,Ankara / Keçiören / Uyanış Mah.
"1.780.000
TL",3 + 1,135 m²,5 Yaşında,5. Kat,Ankara / Sincan / Alcı Mah.
"1.780.000
TL",2 + 1,100 m²,25 Yaşında,Kot 1,Ankara / Keçiören / İncirli Mah.
"1.780.000
TL",3 + 1,110 m²,15 Yaşında,Kot 2,Ankara / Keçiören / Uyanış Mah.
"1.780.000
TL",3 + 1,180 m²,6 Yaşında,,Ankara / Bala / Beynam Mah.
"1.780.000
TL",3 + 1,125 m²,Sıfır Bina,5. Kat,Ankara / Sincan / Alcı Mah.
"1.780.000
TL",2 + 1,120 m²,14 Yaşında,Yüksek Giriş,Ankara / Polatlı / Fatih Mah.
"1.780.000
TL",3 + 1,140 m²,20 Yaşında,4. Kat,Ankara / Çubuk / Atatürk Mah.
"1.780.000
TL",3 + 1,110 m²,21 Yaşında,Kot 2,Ankara / Keçiören / Uyanış Mah.
"1.780.000
TL",1 + 1,65 m²,9 Yaşında,Yüksek Giriş,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.780.000
TL",3 + 1,130 m²,8 Yaşında,Bahçe Katı,Ankara / Polatlı / Şehitlik Mah.
"1.780.000
TL",2 + 1,105 m²,5 Yaşında,Giriş Katı,Ankara / Keçiören / Yükseltepe Mah.
"1.780.000
TL",2 + 1,125 m²,Sıfır Bina,Yüksek Giriş,Ankara / Akyurt / Yıldırım Mah.
"1.785.000
TL",3 + 1,135 m²,25 Yaşında,5. Kat,Ankara / Polatlı / Zafer Mah.
"1.785.000
TL",2 + 1,110 m²,16 Yaşında,Giriş Katı,Ankara / Mamak / General Zeki Doğan Mah.
"1.785.000
TL",3 + 1,110 m²,10 Yaşında,Kot 1,Ankara / Mamak / Şahintepe Mah.
"1.785.000
TL",2 + 1,100 m²,6 Yaşında,Giriş Katı,Ankara / Keçiören / Kanuni Mah.
"1.785.000
TL",3 + 1,130 m²,11 Yaşında,3. Kat,Ankara / Altındağ / Battalgazi Mah.
"1.785.000
TL",3 + 1,120 m²,8 Yaşında,1. Kat,Ankara / Mamak / Ekin Mah.
"1.789.000
TL",3 + 1,120 m²,12 Yaşında,Yüksek Giriş,Ankara / Mamak / Kutlu Mah.
"1.789.000
TL",2 + 1,100 m²,21 Yaşında,Giriş Katı,Ankara / Keçiören / Pınarbaşı Mah.
"1.789.000
TL",2 + 1,105 m²,15 Yaşında,Yüksek Giriş,Ankara / Sincan / Tandoğan Mah.
"1.789.000
TL",2 + 1,95 m²,25 Yaşında,Giriş Katı,Ankara / Keçiören / Pınarbaşı Mah.
"1.789.000
TL",2 + 1,125 m²,11 Yaşında,1. Kat,Ankara / Kahramankazan / Atatürk Mah.
"1.789.000
TL",2 + 0,110 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Tandoğan Mah.
"1.789.000
TL",2 + 1,110 m²,11 Yaşında,Giriş Katı,Ankara / Keçiören / Pınarbaşı Mah.
"1.789.000
TL",3 + 1,120 m²,24 Yaşında,4. Kat,Ankara / Sincan / Atatürk Mah.
"1.789.000
TL",3 + 1,115 m²,23 Yaşında,Yüksek Giriş,Ankara / Sincan / Selçuklu Mah.
"1.789.000
TL",3 + 1,145 m²,16 Yaşında,4. Kat,Ankara / Kahramankazan / Atatürk Mah.
"1.789.000
TL",3 + 1,115 m²,25 Yaşında,2. Kat,Ankara / Mamak / Tuzluçayır Mah.
"1.790.000
TL",2 + 1,80 m²,10 Yaşında,10. Kat,Ankara / Mamak / Zirvekent Mah.
"1.790.000
TL",2 + 1,120 m²,15 Yaşında,Kot 1,Ankara / Mamak / Kazım Orbay Mah.
"1.790.000
TL",3 + 1,110 m²,20 Yaşında,Kot 1,Ankara / Mamak / Akdere Mah.
"1.790.000
TL",3 + 1,120 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Selçuklu Mah.
"1.790.000
TL",3 + 1,125 m²,13 Yaşında,Kot 1,Ankara / Altındağ / Karapürçek Mah.
"1.790.000
TL",3 + 1,120 m²,24 Yaşında,Bahçe Katı,Ankara / Altındağ / Aydınlıkevler Mah.
"1.790.000
TL",3 + 1,115 m²,20 Yaşında,1. Kat,Ankara / Keçiören / Bağlarbaşı Mah.
"1.790.000
TL",3 + 1,100 m²,14 Yaşında,Kot 2,Ankara / Mamak / Hürel Mah.
"1.790.000
TL",3 + 1,130 m²,15 Yaşında,Kot 1,Ankara / Etimesgut / Piyade Mah.
"1.790.000
TL",1 + 1,55 m²,Sıfır Bina,4. Kat,Ankara / Sincan / Alagöz Mah.
"1.790.000
TL",2 + 1,100 m²,25 Yaşında,2. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.790.000
TL",1 + 1,45 m²,Sıfır Bina,Zemin,Ankara / Çankaya / Osman Temiz Mah.
"1.790.000
TL",2 + 1,100 m²,16 Yaşında,Kot 2,Ankara / Keçiören / Sancaktepe Mah.
"1.790.000
TL",3 + 1,115 m²,23 Yaşında,Kot 2,Ankara / Keçiören / Uyanış Mah.
"1.790.000
TL",2 + 1,80 m²,20 Yaşında,Kot 2,Ankara / Keçiören / İncirli Mah.
"1.790.000
TL",3 + 1,110 m²,4 Yaşında,Kot 1,Ankara / Altındağ / Yıldıztepe Mah.
"1.790.000
TL",2 + 1,90 m²,35 Yaşında,Yüksek Giriş,Ankara / Çankaya / Cebeci Mah.
"1.790.000
TL",2 + 1,114 m²,13 Yaşında,2. Kat,Ankara / Altındağ / Beşikkaya Mah.
"1.790.000
TL",2 + 1,99 m²,26 Yaşında,Bahçe Katı,Ankara / Keçiören / 19 Mayıs Mah.
"1.790.000
TL",2 + 1,88 m²,25 Yaşında,Kot 1,Ankara / Keçiören / Ayvalı Mah.
"1.790.000
TL",2 + 1,95 m²,15 Yaşında,1. Kat,Ankara / Pursaklar / Yunus Emre Mah.
"1.790.000
TL",3 + 1,100 m²,15 Yaşında,Bahçe Katı,Ankara / Pursaklar / Saray Fatih Mah.
"1.790.000
TL",2 + 1,105 m²,12 Yaşında,Kot 2,Ankara / Keçiören / Etlik Mah.
"1.790.000
TL",1 + 1,90 m²,16 Yaşında,1. Kat,Ankara / Yenimahalle / Burç Mah.
"1.790.000
TL",2 + 1,110 m²,11 Yaşında,1. Kat,Ankara / Pursaklar / Merkez Mah.
"1.790.000
TL",2 + 1,95 m²,15 Yaşında,1. Kat,Ankara / Pursaklar / Yunus Emre Mah.
"1.790.000
TL",2 + 1,110 m²,35 Yaşında,3. Kat,Ankara / Mamak / Demirlibahçe Mah.
"1.790.000
TL",2 + 1,105 m²,5 Yaşında,Bahçe Katı,Ankara / Etimesgut / Eryaman Mah.
"1.790.000
TL",2 + 1,90 m²,18 Yaşında,1. Kat,Ankara / Pursaklar / Yunus Emre Mah.
"1.795.000
TL",2 + 1,105 m²,15 Yaşında,Kot 1,Ankara / Etimesgut / Topçu Mah.
"1.795.000
TL",2 + 1,85 m²,31 Yaşında,Yüksek Giriş,Ankara / Altındağ / Aydınlıkevler Mah.
"1.795.000
TL",3 + 1,100 m²,35 Yaşında,Kot 2,Ankara / Keçiören / Güçlükaya Mah.
"1.795.000
TL",3 + 1,125 m²,17 Yaşında,Bahçe Katı,Ankara / Etimesgut / Süvari Mah.
"1.795.000
TL",2 + 1,100 m²,12 Yaşında,Giriş Katı,Ankara / Mamak / Türközü Mah.
"1.795.000
TL",3 + 1,124 m²,13 Yaşında,Bahçe Katı,Ankara / Altındağ / Karapürçek Mah.
"1.795.000
TL",2 + 1,95 m²,35 Yaşında,1. Kat,Ankara / Yenimahalle / Karşıyaka Mah.
"1.795.000
TL",2 + 1,85 m²,Sıfır Bina,Yüksek Giriş,Ankara / Altındağ / Battalgazi Mah.
"1.795.000
TL",2 + 1,95 m²,16 Yaşında,Kot 1,Ankara / Etimesgut / Piyade Mah.
"1.795.000
TL",3 + 1,115 m²,10 Yaşında,Kot 2,Ankara / Mamak / Aşık Veysel Mah.
"1.795.000
TL",3 + 1,130 m²,6 Yaşında,Bahçe Katı,Ankara / Polatlı / Şentepe Mah.
"1.795.000
TL",2 + 1,85 m²,20 Yaşında,Yüksek Giriş,Ankara / Mamak / Hürel Mah.
"1.795.000
TL",3 + 1,115 m²,30 Yaşında,En Üst Kat,Ankara / Mamak / Demirlibahçe Mah.
"1.795.000
TL",3 + 1,115 m²,30 Yaşında,En Üst Kat,Ankara / Mamak / Demirlibahçe Mah.
"1.798.000
TL",2 + 1,115 m²,17 Yaşında,Yüksek Giriş,Ankara / Sincan / Tandoğan Mah.
"1.798.000
TL",3 + 1,125 m²,18 Yaşında,Kot 1,Ankara / Etimesgut / Süvari Mah.
"1.799.000
TL",3 + 1,100 m²,25 Yaşında,Kot 1,Ankara / Mamak / Mutlu Mah.
"1.799.000
TL",2 + 1,90 m²,20 Yaşında,Giriş Katı,Ankara / Sincan / Andiçen Mah.
"1.799.000
TL",2 + 1,100 m²,20 Yaşında,Giriş Katı,Ankara / Etimesgut / Süvari Mah.
"1.799.000
TL",2 + 1,90 m²,16 Yaşında,Bahçe Katı,Ankara / Altındağ / Doğantepe Mah.
"1.799.000
TL",2 + 1,105 m²,7 Yaşında,Bahçe Katı,Ankara / Mamak / Kutlu Mah.
"1.799.000
TL",2 + 1,100 m²,25 Yaşında,Giriş Katı,Ankara / Sincan / Andiçen Mah.
"1.799.000
TL",2 + 1,120 m²,13 Yaşında,2. Kat,Ankara / Altındağ / Beşikkaya Mah.
"1.799.000
TL",3 + 1,135 m²,15 Yaşında,Kot 2,Ankara / Keçiören / Ufuktepe Mah.
"1.799.000
TL",2 + 1,110 m²,1 Yaşında,Kot 2,Ankara / Altındağ / Karapürçek Mah.
"1.799.000
TL",1 + 1,95 m²,13 Yaşında,1. Kat,Ankara / Sincan / Yenikayı Mah.
"1.799.000
TL",3 + 1,115 m²,11 Yaşında,Kot 1,Ankara / Mamak / Şahintepe Mah.
"1.799.000
TL",2 + 1,100 m²,21 Yaşında,Giriş Katı,Ankara / Keçiören / 19 Mayıs Mah.
"1.799.000
TL",1 + 1,75 m²,Sıfır Bina,3. Kat,Ankara / Sincan / Fevzi Çakmak Mah.
"1.799.000
TL",2 + 1,105 m²,Sıfır Bina,Giriş Katı,Ankara / Sincan / Fevzi Çakmak Mah.
"1.799.000
TL",2 + 1,100 m²,Sıfır Bina,Giriş Katı,Ankara / Sincan / Fevzi Çakmak Mah.
"1.799.000
TL",3 + 1,120 m²,5 Yaşında,Kot 2,Ankara / Keçiören / Ufuktepe Mah.
"1.799.000
TL",2 + 1,105 m²,25 Yaşında,Yüksek Giriş,Ankara / Sincan / Tandoğan Mah.
"1.799.000
TL",3 + 1,120 m²,21 Yaşında,4. Kat,Ankara / Sincan / Plevne Mah.
"1.799.000
TL",2 + 1,100 m²,16 Yaşında,Giriş Katı,Ankara / Sincan / Andiçen Mah.
"1.799.000
TL",3 + 1,125 m²,10 Yaşında,Kot 2,Ankara / Keçiören / Ufuktepe Mah.
"1.799.000
TL",1 + 1,86 m²,7 Yaşında,2. Kat,Ankara / Mamak / Hüseyingazi Mah.
"1.799.000
TL",2 + 1,110 m²,8 Yaşında,1. Kat,Ankara / Mamak / Durali Alıç Mah.
"1.799.000
TL",3 + 1,130 m²,16 Yaşında,Bodrum,Ankara / Kahramankazan / Fatih Mah.
"1.799.000
TL",2 + 1,100 m²,15 Yaşında,Giriş Katı,Ankara / Sincan / Andiçen Mah.
"1.799.000
TL",3 + 1,130 m²,12 Yaşında,2. Kat,Ankara / Polatlı / Mehmet Akif Mah.
"1.799.000
TL",2 + 1,95 m²,18 Yaşında,Giriş Katı,Ankara / Sincan / Andiçen Mah.
"1.799.000
TL",3 + 1,120 m²,27 Yaşında,4. Kat,Ankara / Sincan / Plevne Mah.
"1.799.999
TL",2 + 1,90 m²,15 Yaşında,Yüksek Giriş,Ankara / Sincan / Andiçen Mah.
"1.800.000
TL",3 + 1,120 m²,20 Yaşında,1. Kat,Ankara / Polatlı / Şehitlik Mah.
"1.800.000
TL",3 + 1,100 m²,11 Yaşında,Kot 1,Ankara / Mamak / Şahap Gürler Mah.
"1.800.000
TL",3 + 1,90 m²,15 Yaşında,Kot 1,Ankara / Mamak / Kutlu Mah.
"1.800.000
TL",3 + 1,120 m²,26 Yaşında,4. Kat,Ankara / Keçiören / Karakaya Mah.
"1.800.000
TL",2 + 1,95 m²,25 Yaşında,Yüksek Giriş,Ankara / Çankaya / Ertuğrulgazi Mah.
"1.800.000
TL",2 + 1,90 m²,35 Yaşında,Giriş Katı,Ankara / Keçiören / Kuşcağız Mah.
"1.800.000
TL",2 + 1,100 m²,35 Yaşında,Kot 1,Ankara / Çankaya / Metin Oktay Mah.
"1.800.000
TL",1 + 1,55 m²,Sıfır Bina,1. Kat,Ankara / Altındağ / Örnek Mah.
"1.800.000
TL",2 + 1,75 m²,45 Yaşında,Giriş Katı,Ankara / Çankaya / Fakülteler Mah.
"1.800.000
TL",2 + 1,90 m²,9 Yaşında,Yüksek Giriş,Ankara / Altındağ / Gültepe Mah.
"1.800.000
TL",2 + 1,100 m²,10 Yaşında,Kot 1,Ankara / Sincan / Selçuklu Mah.
"1.800.000
TL",1 + 1,85 m²,25 Yaşında,Giriş Katı,Ankara / Yenimahalle / Varlık Mah.
"1.800.000
TL",2 + 1,100 m²,25 Yaşında,1. Kat,Ankara / Sincan / Tandoğan Mah.
"1.800.000
TL",3 + 1,110 m²,45 Yaşında,1. Kat,Ankara / Yenimahalle / Demetlale Mah.
"1.800.000
TL",3 + 1,123 m²,35 Yaşında,Bahçe Katı,Ankara / Çankaya / Arka Topraklık Mah.
"1.800.000
TL",3 + 1,165 m²,Sıfır Bina,1. Kat,Ankara / Sincan / Alcı Mah.
"1.800.000
TL",3 + 1,90 m²,45 Yaşında,Ara Kat,Ankara / Çankaya / Seyranbağları Mah.
"1.800.000
TL",1 + 1,60 m²,20 Yaşında,Kot 1,Ankara / Çankaya / Cevizlidere Mah.
"1.800.000
TL",3 + 1,105 m²,30 Yaşında,3. Kat,Ankara / Altındağ / Örnek Mah.
"1.800.000
TL",2 + 1,80 m²,11 Yaşında,Yüksek Giriş,Ankara / Etimesgut / Topçu Mah.
"1.800.000
TL",3 + 1,135 m²,30 Yaşında,2. Kat,Ankara / Beypazarı / Hacıkara Mah.
"1.800.000
TL",2 + 1,110 m²,25 Yaşında,2. Kat,Ankara / Keçiören / Adnan Menderes Mah.
"1.800.000
TL",2 + 1,115 m²,15 Yaşında,Giriş Katı,Ankara / Mamak / General Zeki Doğan Mah.
"1.800.000
TL",2 + 1,95 m²,11 Yaşında,Kot 1,Ankara / Etimesgut / Süvari Mah.
"1.800.000
TL",2 + 1,90 m²,30 Yaşında,Kot 1,Ankara / Çankaya / Sokullu Mehmet Paşa Mah.
"1.800.000
TL",2 + 1,75 m²,10 Yaşında,1. Kat,Ankara / Altındağ / Aydınlıkevler Mah.
"1.800.000
TL",2 + 1,100 m²,30 Yaşında,Kot 1,Ankara / Çankaya / Fakülteler Mah.
"1.800.000
TL",2 + 1,75 m²,12 Yaşında,Kot 1,Ankara / Etimesgut / Topçu Mah.
"1.800.000
TL",2 + 1,90 m²,17 Yaşında,Bahçe Katı,Ankara / Etimesgut / Topçu Mah.
"1.800.000
TL",3 + 1,105 m²,8 Yaşında,Yüksek Giriş,Ankara / Mamak / Bahçelerüstü Mah.
"1.800.000
TL",1 + 1,40 m²,60 Yaşında,Yüksek Giriş,Ankara / Çankaya / Güvenevler Mah.
"1.800.000
TL",2 + 1,110 m²,16 Yaşında,Yüksek Giriş,Ankara / Mamak / General Zeki Doğan Mah.
"1.800.000
TL",3 + 1,115 m²,18 Yaşında,Yüksek Giriş,Ankara / Sincan / Akşemsettin Mah.
"1.800.000
TL",2 + 1,110 m²,30 Yaşında,Yüksek Giriş,Ankara / Pursaklar / Merkez Mah.
"1.800.000
TL",1 + 1,57 m²,3 Yaşında,Giriş Katı,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.800.000
TL",2 + 1,80 m²,25 Yaşında,Ara Kat,Ankara / Mamak / Tuzluçayır Mah.
"1.800.000
TL",2 + 1,85 m²,16 Yaşında,Kot 2,Ankara / Keçiören / Karakaya Mah.
"1.800.000
TL",2 + 1,100 m²,20 Yaşında,Giriş Katı,Ankara / Çankaya / Harbiye Mah.
"1.800.000
TL",2 + 1,110 m²,7 Yaşında,Kot 3,Ankara / Mamak / Küçük Kayaş Mah.
"1.800.000
TL",3 + 1,130 m²,20 Yaşında,Ara Kat,Ankara / Polatlı / Fatih Mah.
"1.800.000
TL",3 + 1,105 m²,25 Yaşında,Kot 1,Ankara / Keçiören / İncirli Mah.
"1.800.000
TL",3 + 1,175 m²,15 Yaşında,2. Kat,Ankara / Polatlı / Şehitlik Mah.
"1.800.000
TL",3 + 1,130 m²,20 Yaşında,Yüksek Giriş,Ankara / Polatlı / Şehitlik Mah.
"1.800.000
TL",3 + 1,85 m²,45 Yaşında,2. Kat,Ankara / Mamak / Saimekadın Mah.
"1.800.000
TL",2 + 1,110 m²,16 Yaşında,Bahçe Katı,Ankara / Mamak / Şahap Gürler Mah.
"1.800.000
TL",2 + 1,110 m²,10 Yaşında,Giriş Katı,Ankara / Polatlı / Fatih Mah.
"1.800.000
TL",4 + 0,160 m²,Sıfır Bina,Yüksek Giriş,Ankara / Sincan / Alcı Mah.
"1.800.000
TL",2 + 1,105 m²,25 Yaşında,Kot 3,Ankara / Çankaya / Naci Çakır Mah.
"1.800.000
TL",3 + 1,91 m²,25 Yaşında,Zemin,Ankara / Sincan / Osmanlı Mah.
"1.800.000
TL",2 + 1,90 m²,31 Yaşında,Kot 1,Ankara / Çankaya / Ertuğrulgazi Mah.
"1.800.000
TL",3 + 1,100 m²,35 Yaşında,3. Kat,Ankara / Altındağ / Örnek Mah.
"1.800.000
TL",3 + 1,130 m²,12 Yaşında,Yüksek Giriş,Ankara / Mamak / Küçük Kayaş Mah.
"1.800.000
TL",3 + 1,120 m²,Sıfır Bina,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.800.000
TL",3 + 1,140 m²,Sıfır Bina,3. Kat,Ankara / Sincan / Alcı Mah.
"1.800.000
TL",3 + 1,149 m²,Sıfır Bina,8. Kat,Ankara / Sincan / Alcı Mah.
"1.800.000
TL",3 + 1,120 m²,35 Yaşında,5. Kat,Ankara / Yenimahalle / Demetgül Mah.
"1.800.000
TL",1 + 1,100 m²,35 Yaşında,Kot 1,Ankara / Keçiören / Aşağı Eğlence Mah.
"1.800.000
TL",2 + 1,85 m²,50 Yaşında,Yüksek Giriş,Ankara / Sincan / Gazi Osmanpaşa Mah.
"1.800.000
TL",3 + 1,120 m²,35 Yaşında,Kot 1,Ankara / Yenimahalle / Demetevler Mah.
"1.800.000
TL",3 + 1,120 m²,21 Yaşında,Yüksek Giriş,Ankara / Sincan / Plevne Mah.
"1.800.000
TL",3 + 1,130 m²,8 Yaşında,3. Kat,Ankara / Pursaklar / Saray Osmangazi Mah.
"1.800.000
TL",2 + 1,100 m²,20 Yaşında,Giriş Katı,Ankara / Pursaklar / Fatih Mah.
"1.800.000
TL",3 + 1,145 m²,Sıfır Bina,8. Kat,Ankara / Sincan / Alcı Mah.
"1.800.000
TL",3 + 1,155 m²,17 Yaşında,Zemin,Ankara / Polatlı / Gazi Mah.
